3.512, 600
3.876, 600
4.138, 600
3.947, 600
4.256, 600
20.143, 1000
19.4, 1000
19.687, 1000
23.955, 1000
19.516, 1000
60.935, 1400
60.239, 1400
61.445, 1400
68.866, 1400
60.384, 1400
142.385, 1800
148.114, 1800
142.405, 1800
145.994, 1800
142.918, 1800
296.767, 2200
296.812, 2200
298.551, 2200
294.035, 2200
286.988, 2200
561.058, 2600
576.842, 2600
577.213, 2600
589.192, 2600
581.407, 2600
1022.789, 3000
1010.64, 3000
999.139, 3000
1016.641, 3000
1023.849, 3000
